,device,gpa,semester,degree,age,sex,stress,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,week_1,week_2,week_3,week_4,week_5,week_6,yesterday_1,yesterday_2,yesterday_3,yesterday_4,yesterday_5,yesterday_6,yesterday_typical,enough_1,enough_2,enough_3,enough_4,enough_5,enough_6,survey_time
613,pc/laptop,1.5,9.0,2.0,24.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,1.0,12.0,13.0,10.0,5.0,10.0,45.0,0.0,0.0,0.0,2.0,5.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,10.0
616,pc/laptop,2.0,6.0,1.0,22.0,2.0,4.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,6.0,6.0,0.0,8.0,15.0,45.0,4.0,1.0,0.0,0.5,3.0,7.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,15.0
619,pc/laptop,1.7000000476837158,6.0,1.0,23.0,1.0,6.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,10.0,10.0,19.0,2.0,7.0,45.0,2.0,2.0,8.0,0.5,0.0,6.5,3.0,2.0,3.0,3.0,2.0,1.0,1.0,10.0
620,pc/laptop,1.5,4.0,2.0,27.0,2.0,6.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,10.0,10.0,20.0,15.0,15.0,45.0,4.0,2.0,0.0,1.0,5.0,7.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0
621,pc/laptop,1.7999999523162842,4.0,1.0,23.0,1.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,24.0,20.0,20.0,2.0,30.0,45.0,8.0,2.0,0.0,1.0,2.0,6.5,3.0,2.0,2.0,3.0,2.0,1.0,1.0,12.0
622,tablet,2.799999952316284,4.0,1.0,20.0,1.0,7.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,30.0,30.0,0.0,3.0,10.0,45.0,7.0,2.0,0.0,0.0,1.0,7.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,10.0
624,pc/laptop,1.7000000476837158,12.0,2.0,25.0,2.0,5.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,45.0,0.0,3.0,20.0,45.0,0.0,6.0,0.0,2.0,8.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0
626,pc/laptop,2.0999999046325684,6.0,1.0,23.0,2.0,5.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,3.5,10.0,8.0,5.0,14.0,45.0,0.0,4.0,3.0,2.0,4.0,8.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,6.0
627,no answer,1.2000000476837158,4.0,1.0,20.0,1.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,20.0,10.0,8.0,2.0,2.0,45.0,4.0,3.0,0.0,0.0,1.0,9.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,10.0
630,pc/laptop,2.4000000953674316,8.0,1.0,23.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,10.0,2.0,16.0,8.0,40.0,45.0,2.0,0.0,0.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,7.0
631,mobile,1.399999976158142,8.0,2.0,23.0,2.0,6.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,10.0,10.0,12.0,8.0,20.0,45.0,0.0,0.0,0.0,0.0,24.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0
632,pc/laptop,1.2999999523162842,8.0,2.0,31.0,2.0,5.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,4.0,6.0,8.0,6.0,5.0,10.0,45.0,0.0,2.0,0.0,1.0,2.0,7.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,5.0
636,mobile,2.4000000953674316,4.0,1.0,21.0,2.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,14.0,7.0,20.0,3.0,10.0,45.0,4.0,2.0,8.0,1.0,0.0,6.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,10.0
639,pc/laptop,2.0999999046325684,10.0,1.0,25.0,1.0,6.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,21.0,21.0,8.5,6.0,20.0,45.0,0.0,0.0,4.0,2.0,8.0,7.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,5.0
640,pc/laptop,1.600000023841858,10.0,2.0,24.0,1.0,5.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,25.0,10.0,8.0,6.0,10.0,45.0,7.0,0.0,0.0,2.5,4.0,8.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,10.0
646,mobile,2.5,4.0,1.0,20.0,1.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,15.0,30.0,0.0,2.0,7.0,46.0,4.0,3.0,0.0,0.5,2.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,15.0
649,pc/laptop,3.0,6.0,1.0,22.0,2.0,7.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,17.0,15.0,8.0,4.0,8.0,46.0,4.0,2.0,2.5,0.0,2.0,7.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,10.0
650,pc/laptop,2.200000047683716,22.0,2.0,25.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,8.0,8.0,14.0,21.0,46.0,0.0,8.0,0.0,0.0,1.0,8.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,10.0
651,mobile,1.5,4.0,1.0,21.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,16.0,6.0,14.0,1.0,16.0,46.0,4.0,0.5,0.0,0.0,8.0,8.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0
652,pc/laptop,1.399999976158142,4.0,1.0,20.0,2.0,6.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,19.0,25.0,0.0,5.0,21.0,46.0,4.0,4.0,0.0,1.0,3.0,7.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,10.0
653,pc/laptop,2.299999952316284,4.0,1.0,19.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,10.0,1.0,0.0,4.0,10.0,46.0,0.0,0.0,0.0,2.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0
667,mobile,2.5,6.0,1.0,45.0,2.0,6.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,8.0,20.0,4.0,20.0,15.0,48.0,4.0,0.0,0.0,3.0,10.0,7.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,10.0
668,pc/laptop,2.5999999046325684,10.0,1.0,25.0,2.0,7.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,5.0,45.0,18.0,7.0,10.0,48.0,0.0,0.0,0.0,2.0,5.0,8.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,5.0
669,pc/laptop,1.600000023841858,10.0,2.0,23.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,12.0,8.0,15.0,5.0,21.0,48.0,0.0,2.0,0.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0
671,pc/laptop,1.899999976158142,4.0,1.0,22.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,10.0,14.0,10.0,4.0,6.0,48.0,4.0,2.5,4.0,1.0,2.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0
672,pc/laptop,2.0,2.0,1.0,20.0,2.0,5.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,14.0,12.0,12.0,5.0,6.0,48.0,0.0,5.0,0.0,0.0,4.0,6.5,2.0,2.0,1.0,2.0,2.0,1.0,2.0,20.0
673,pc/laptop,1.2999999523162842,8.0,2.0,23.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,12.0,10.0,12.0,3.0,6.0,48.0,4.5,1.0,0.0,0.5,2.0,8.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,10.0
675,pc/laptop,2.0,8.0,2.0,24.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,12.0,5.0,9.0,5.0,12.0,48.0,0.0,2.0,0.0,2.0,5.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0
676,pc/laptop,2.299999952316284,12.0,2.0,26.0,1.0,6.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,20.0,5.0,0.0,5.0,15.0,48.0,7.0,0.0,0.0,2.0,5.0,10.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,15.0
678,pc/laptop,1.7999999523162842,4.0,2.0,24.0,2.0,5.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.5,21.0,16.0,14.0,12.0,48.0,1.5,2.0,0.0,1.0,1.0,7.5,2.0,2.0,3.0,3.0,3.0,2.0,2.0,10.0
686,mobile,3.0,2.0,1.0,18.0,2.0,5.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,20.0,2.0,10.0,10.0,6.0,48.0,4.0,0.5,0.0,2.0,2.0,6.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,8.0
689,tablet,2.9000000953674316,4.0,1.0,21.0,2.0,5.0,2.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,15.0,5.0,8.0,3.0,20.0,48.0,3.0,1.0,0.0,1.0,4.0,7.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,10.0
690,pc/laptop,2.299999952316284,3.0,1.0,22.0,1.0,6.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,24.0,20.0,0.0,6.0,15.0,48.0,0.0,8.0,0.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,8.0
691,pc/laptop,2.299999952316284,4.0,1.0,22.0,2.0,4.0,3.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,14.0,12.0,4.0,6.0,12.0,48.0,0.0,2.0,0.0,1.0,2.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,8.0
693,pc/laptop,3.4000000953674316,4.0,1.0,21.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,40.0,9.0,0.0,5.0,50.0,48.5,0.0,8.0,0.0,1.0,1.5,6.5,3.0,3.0,1.0,1.0,2.0,2.0,2.0,7.0
696,pc/laptop,1.0,10.0,2.0,23.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,20.0,15.0,3.0,30.0,49.0,0.0,1.5,0.0,0.5,5.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0
697,pc/laptop,1.600000023841858,4.0,1.0,22.0,2.0,5.0,3.0,1.0,4.0,3.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,20.0,20.0,5.0,10.0,14.0,49.0,6.0,6.0,1.0,2.0,1.0,7.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,8.0
698,pc/laptop,1.2999999523162842,13.0,2.0,25.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,15.0,2.0,10.0,7.0,2.0,49.0,0.0,0.0,7.0,1.0,1.5,7.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,10.0
699,pc/laptop,2.799999952316284,4.0,1.0,21.0,2.0,5.0,3.0,3.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,18.0,6.0,0.0,2.0,4.0,49.0,2.0,1.0,0.0,0.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,10.0
700,pc/laptop,1.399999976158142,4.0,1.0,21.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,10.0,4.0,0.0,3.0,8.0,49.0,5.0,1.0,0.0,1.0,3.0,7.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0
701,mobile,2.799999952316284,2.0,1.0,22.0,2.0,6.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,15.0,5.0,32.0,6.0,7.0,49.0,10.0,0.0,0.0,2.0,2.0,6.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,15.0
706,pc/laptop,1.100000023841858,2.0,1.0,20.0,2.0,6.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,28.0,21.0,6.0,5.0,30.0,49.0,6.0,3.0,0.0,1.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,15.0
708,pc/laptop,2.700000047683716,4.0,1.0,20.0,2.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,20.0,10.0,0.0,3.0,5.0,49.0,1.0,4.0,0.0,1.0,3.0,7.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0
712,tablet,1.899999976158142,4.0,1.0,20.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,3.0,19.0,15.0,0.0,2.0,20.0,49.0,6.0,2.0,0.0,1.0,4.0,8.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,8.0
713,mobile,2.299999952316284,4.0,1.0,20.0,1.0,5.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,10.5,3.0,15.0,4.0,35.0,49.0,0.0,0.5,0.0,2.0,6.0,10.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0
716,mobile,2.200000047683716,2.0,1.0,21.0,2.0,6.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,25.0,12.0,0.0,4.5,13.0,49.0,4.0,2.5,0.0,0.5,3.0,6.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,10.0
718,pc/laptop,1.5499999523162842,6.0,1.0,22.0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,10.0,30.0,8.0,7.0,19.0,49.0,0.0,7.0,0.5,1.0,2.0,6.5,3.0,2.0,3.0,1.0,2.0,2.0,1.0,15.0
721,mobile,1.2000000476837158,11.0,2.0,24.0,2.0,4.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,20.0,12.0,7.0,8.0,49.0,0.0,4.0,0.0,2.0,4.0,9.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,20.0
725,pc/laptop,2.5,6.0,1.0,22.0,2.0,6.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,8.0,3.0,12.0,3.0,8.0,49.0,0.0,1.0,5.0,1.0,3.0,7.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,12.0
728,pc/laptop,1.5,8.0,2.0,23.0,2.0,7.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,3.0,6.0,6.0,12.0,3.5,14.0,49.0,0.0,0.0,4.0,1.0,3.0,8.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,10.0
729,pc/laptop,1.2999999523162842,7.0,1.0,23.0,2.0,6.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,10.0,20.0,12.0,5.0,25.0,49.0,0.0,4.0,0.0,1.0,4.0,7.5,2.0,1.0,1.0,2.0,1.0,2.0,2.0,8.0
731,pc/laptop,2.299999952316284,2.0,2.0,26.0,2.0,6.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,14.0,30.0,15.0,10.0,5.0,49.0,8.0,5.0,0.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,8.0
732,pc/laptop,1.2000000476837158,12.0,2.0,25.0,2.0,7.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,30.0,15.0,15.0,7.0,9.0,49.0,0.0,10.5,0.0,0.0,0.0,7.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0
735,pc/laptop,1.2999999523162842,6.0,1.0,21.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,15.0,15.0,3.0,10.0,49.0,0.0,3.0,0.0,1.0,3.0,7.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0
739,pc/laptop,2.0899999141693115,6.0,1.0,24.0,2.0,7.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,15.0,24.0,0.0,3.5,5.0,49.0,4.0,6.0,0.0,1.0,1.0,7.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,8.0
740,pc/laptop,1.2999999523162842,7.0,2.0,24.0,2.0,5.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,10.0,20.0,10.0,5.0,10.0,49.0,2.0,3.0,0.0,1.0,3.0,7.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,5.0
742,pc/laptop,2.5,6.0,1.0,22.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,8.0,10.0,8.0,4.0,12.0,49.0,0.0,0.0,8.0,0.0,5.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,7.0
743,pc/laptop,1.649999976158142,10.0,2.0,25.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,8.0,10.0,12.0,3.5,9.0,49.0,0.0,4.5,3.5,0.0,2.0,7.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0
744,pc/laptop,1.7000000476837158,4.0,1.0,20.0,2.0,5.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,10.0,6.0,12.0,3.0,6.0,49.0,4.0,0.0,0.0,0.0,2.0,7.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0
745,pc/laptop,2.0,15.0,2.0,27.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,0.0,20.0,40.0,10.0,40.0,49.0,0.0,2.0,9.0,2.0,4.0,7.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,5.0
749,pc/laptop,3.0,4.0,1.0,20.0,2.0,6.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,14.0,7.0,0.0,4.0,15.0,49.0,3.0,2.0,0.0,0.5,5.0,8.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,10.0
751,pc/laptop,3.700000047683716,11.0,1.0,28.0,1.0,5.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,21.0,5.0,12.0,5.0,35.0,49.0,0.0,1.0,5.0,1.0,9.0,8.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0
752,pc/laptop,1.5,6.0,2.0,20.0,2.0,7.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,16.0,20.0,0.0,30.0,53.0,49.0,0.0,6.0,0.0,4.0,8.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0
753,tablet,2.4000000953674316,6.0,1.0,22.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,12.0,20.0,0.0,4.0,4.0,49.0,0.0,2.0,0.0,2.0,2.0,8.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,10.0
757,pc/laptop,1.7000000476837158,10.0,1.0,24.0,2.0,6.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,20.0,14.0,15.0,3.0,7.0,49.0,0.0,0.0,0.0,1.0,9.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0
758,pc/laptop,2.4000000953674316,4.0,1.0,24.0,1.0,6.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,14.0,28.0,18.0,10.0,14.0,49.0,0.0,8.0,3.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,10.0
759,pc/laptop,2.5,8.0,2.0,23.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,12.0,22.0,0.0,10.0,20.0,49.0,0.0,3.0,0.0,2.0,6.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0
763,mobile,1.399999976158142,6.0,1.0,21.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,16.0,5.0,0.0,6.0,21.0,49.0,0.0,3.0,0.0,2.0,2.0,7.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0,10.0
764,pc/laptop,1.899999976158142,6.0,1.0,22.0,2.0,6.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,10.0,7.0,0.0,9.0,50.0,49.0,0.0,1.5,0.0,1.0,5.0,9.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,7.0
765,pc/laptop,1.350000023841858,12.0,1.0,32.0,2.0,6.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,18.0,20.0,0.0,26.0,10.0,49.0,5.0,3.0,0.0,4.0,2.0,6.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,7.0
766,pc/laptop,2.299999952316284,4.0,1.0,20.0,2.0,6.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,2.0,9.0,20.0,10.0,5.0,16.0,49.0,0.0,7.0,0.0,2.0,1.0,6.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,10.0
768,mobile,1.600000023841858,13.0,2.0,26.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,10.0,5.0,30.0,20.0,15.0,49.0,0.0,4.0,2.0,5.0,4.0,7.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,15.0
770,mobile,1.399999976158142,10.0,2.0,24.0,2.0,7.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,40.0,9.0,5.0,2.0,49.0,0.0,8.0,3.0,1.0,0.0,7.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,10.0
773,pc/laptop,3.299999952316284,4.0,1.0,21.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,7.0,5.0,0.0,1.0,10.0,49.0,0.0,0.0,0.0,0.5,11.5,7.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0
774,pc/laptop,1.159999966621399,6.0,1.0,21.0,2.0,5.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,7.5,11.0,2.0,2.0,13.0,49.0,2.0,0.0,0.0,0.5,3.0,7.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,10.0
777,mobile,2.5,4.0,1.0,21.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,20.0,10.0,0.0,7.0,30.0,49.0,2.0,2.0,0.0,3.0,1.0,8.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0
778,pc/laptop,1.899999976158142,8.0,1.0,24.0,2.0,5.0,4.0,3.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,20.0,8.0,5.0,5.0,49.0,0.0,4.0,0.0,0.5,5.0,8.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,10.0
779,pc/laptop,2.299999952316284,12.0,1.0,29.0,2.0,7.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,14.0,34.0,10.0,2.0,0.0,49.0,2.0,4.0,0.0,0.0,0.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0
