,id,a4a,a6a,a2,a0,b1,b5,b7a,d1a1x,g1a,BMj4c,j30_environment_pos,BMj5,n2a,n2e,n2b,n2f,n2i,n2p,BMGa1,BMGa2,BMGa4,BMGb1,BMGb2,BMGc2,BMGc5,BMGc7,BMGc8,BMGc16,BMGc18,BMGc23a,BMGc23b,BMGc23c,BMGc23d,BMGc23e,BMGc23f,BMGc23g,BMGc23h,BMGc23i,BMGc23j,BMGc24,BMGc25,BMGc27,BMGd6,BMGd7,BMGe1,BMGe2,BMGe2u,ecology_index
711,547580,Предметы одежды,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2000,0,Производство Авторского Трикотажа,Не применимо,1.0,7,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,1,0,0,0,1,0,"Минимизация отходов, вторичная переработка и управление отходами",0,Неопределенность в отношении регулирования,0,0,0,0,,1
712,548253,Предметы одежды,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,1,Производство Верхней одежды Из Текстильных Материалов,0,1.0,4,1,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0
713,548572,Предметы одежды,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2017,1,"Производство Верхней Одежды Из Текстильных Материалов, Кроме Тканых и Трикотажных, Для Мужчин Или Мальчиков",0,0.75,5,1,1300000,400000,50000,0,,1450000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не знаю,1,0,150,0,,0
714,549518,Неметаллические Минеральные продукты,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2011,0,Производство гипсокартона,0,1.0,5,0,560000,500000,180000,245000,,2970000,0,0,0,0,0,Каждый месяц,,0,,1,0,1,1,1,1,0,0,0,0,0,0,Улучшения в области отопления и охлаждения,1,,0,0,0,0,,4
715,549711,Машины и оборудование,Малый,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2003,0,Производство Разборных Пластиковых Теплообменников,0,1.0,8,0,18000000,12000000,90000,150000,,12000000,0,0,0,0,0,Каждый квартал,Каждый квартал,0,,1,0,1,0,1,1,0,0,1,1,1,0,Ничего из вышеперечисленного  ,1,,1,1,0,0,,5
716,550123,Предметы одежды,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2016,0,Производство спецодежды,Не применимо,1.0,7,0,6000000,Не знаю,36000,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Другое,0,0,0,0,,0
717,551662,Предметы одежды,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2012,1,"Пошив Униформы и Спецодежды (Куртки, Комбинезоны, Полукомбинезоны, Брюки, Фартуки, Халаты, Жилеты, Ветровки, Плащи, Футболки, Майки, Перчатки и Варежки) Для различных Видов Работ: Общепроизводственных, Дорожных, Противопожарных И Других, Sy",Не применимо,0.5,8,0,6000000,2800000,Не знаю,Не знаю,,250000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,0,0,,0
719,552811,Предметы одежды,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1995,1,Производство спецодежды,0,0.75,9,0,4000000,1000000,100000,100000,,Не знаю,0,0,0,0,0,Каждый месяц,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,0,0,,0
720,553063,Машины и оборудование,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2017,0,Производство Машин и оборудования Для металлургии.,Не применимо,1.0,5,0,4080000,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,0,Каждый квартал,Каждый квартал,1,0,Не знаю,0,0,0,0,1,0,0,1,0,1,0,Усовершенствования системы освещения,0,Неопределенность в отношении регулирования,0,0,0,0,,2
721,553601,Другое Производство,Малый,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,0,Печать различных Изделий,0,0.5,6,0,12000000,12000000,200000,100000,,100000,0,0,0,0,0,Каждый квартал,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,1,0,0,0,,0
722,553985,Машины и оборудование,Малый,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2017,0,Производство Компонентов Для Систем учета выбросов углерода,0,0.25,1,0,18000000,9000000,1000000,300000,,Не знаю,0,0,0,0,0,Каждую неделю,Каждый месяц,0,,0,0,1,1,1,1,1,0,0,0,1,0,Улучшения в области отопления и охлаждения,1,,0,0,0,0,,5
723,554334,Предметы одежды,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,1,Производство трикотажных изделий,Не применимо,0.5,7,0,2200000,600000,0,0,,2800000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Другое,1,0,180,0,,0
726,556582,Готовые Металлические Изделия,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2011,0,"Производство Строительных Металлоконструкций, Изделий и Их Частей",100,1.0,8,1,41000000,3000000,250000,350000,,58000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,1,1,0,Усовершенствования системы освещения,0,Не выгодно,0,0,0,0,,1
728,557830,Еда,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,"Производство Хлеба и Мучных Кондитерских изделий, Тортов и Пирожных Непродолжительного Хранения",100,1.0,3,1,1200000,500000,Не знаю,Не знаю,,1700000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,0,0,,0
729,558653,Машины и оборудование,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2010,0,Производство Гидравлических Насосов,0,0.5,2,0,3000000,1000000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,1,0,0,0,0,0,0,0,,0,Неопределенность в отношении будущих цен,0,0,0,0,,1
731,559856,Готовые Металлические Изделия,Малый,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,"Производство Металлических Заборов, Фасадов, Конструкций",0,1.0,5,0,20000000,1000000,60000,80000,,100000,0,0,0,0,0,Каждый квартал,Каждый квартал,1,1,1,1,0,0,1,1,1,0,1,1,0,0,Модернизация машин и оборудования,0,Нехватка финансовых ресурсов,0,1,0,0,,5
732,560067,Предметы одежды,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерное общество, акции которого обращаются на фондовом рынке",2011,1,"Производство Верхней Одежды, Нижнего Белья, Головных Уборов, Аксессуаров Для Одежды",100,0.75,8,1,3800000,600000,400000,Не знаю,,5200000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,0,0,,0
733,561044,Предметы одежды,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2000,0,Производство спецодежды,0,1.0,6,0,6500000,35000000,480000,960000,,Не знаю,0,0,1,0,0,Каждое полугодие,,0,,1,0,1,0,1,0,0,0,0,1,1,0,Улучшения в области отопления и охлаждения,1,,0,1,0,0,,3
734,561411,Еда,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2008,1,Производство мясных полуфабрикатов,0,1.0,6,0,1000000,6000000,450000,0,,1400000,0,0,0,0,0,,,0,,0,0,0,0,0,1,0,0,0,0,0,0,,0,Неопределенность в отношении регулирования,0,0,0,0,,1
736,562586,Предметы одежды,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1992,1,"Производство верхней одежды (Куртки, Плащи, Жилеты, Ветровки и другие).",100,1.0,1,1,3800000,1100000,300000,Не знаю,,5100000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,5000,0,,0
737,562986,Неметаллические Минеральные продукты,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,Производство товарного бетона,100,0.75,9,0,5000000,3600000,4000000,Не знаю,,12600000,0,0,0,0,0,Каждый квартал,,0,,1,0,0,1,0,1,0,0,0,0,0,1,Управление энергопотреблением,0,Не выгодно,0,0,0,0,,3
738,563078,Другое Производство,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2013,0,"Центробежное литье Бронзы, латуни, Алюминия, Стали и Чугуна",0,1.0,1,1,6000000,5000000,3000000,Не знаю,,15000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,0,0,,0
739,563271,Предметы одежды,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2000,1,Производство Прочей Одежды И Аксессуаров Для Одежды,20,0.75,9,0,5760000,6000000,220000,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,1,0,0,0,1,0,1,0,1,0,1,0,Модернизация машин и оборудования,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,3
740,563318,Предметы одежды,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2000,1,Производство спецодежды,0,1.0,9,0,2700000,2500000,70000,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении будущих цен,0,0,0,0,,0
741,564244,Еда,Малый,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,1,"Производство хлебобулочных и кондитерских изделий: Хлеба, Тортов, пирожных, Паштетов ""Чак-Чак"", ""Учпочмак"", Бубликов, Печенья и др.",Не знаю,0.5,3,0,15000000,35000000,3000000,1500000,,60000000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,1,0,,0,Не знаю,0,0,0,0,,0
742,564480,Предметы одежды,Малый,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2008,0,Производство нижнего белья,0,0.75,6,0,1800000,20000000,0,0,,22000000,0,0,0,0,0,,,0,,0,0,0,0,0,1,0,0,0,0,1,0,Управление энергопотреблением,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,1
743,564947,Машины и оборудование,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2007,0,"Производство Систем вентиляции, Систем Дымоудаления и Компонентов для них, Pva (Высоковакуумные Фильтровентиляционные агрегаты). Мы Производим Стационарные И Мобильные ПВС, Вытяжные Устройства, Вентиляторы Высокого Давления, Радиальные, Газозаборники И Воронки",Не применимо,1.0,2,0,3260000,3970000,Не знаю,121000,,Не знаю,0,0,1,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,0,0,,0
744,565970,Неметаллические Минеральные продукты,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2013,0,Формование и обработка Листового Стекла,100,1.0,3,0,4000000,2500000,230000,Не знаю,,8000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,1,0,0,0,1,0,"Минимизация отходов, вторичная переработка и управление отходами",0,Не выгодно,0,0,5010,0,,1
745,566002,Неметаллические Минеральные продукты,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2013,0,Производство Изделий Из Камня,100,0.5,5,0,2000000,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,0
746,566189,Неметаллические Минеральные продукты,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2007,0,Производство Бетонных Изделий Для Использования В Строительстве,0,0.5,5,0,2100000,700000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,1,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,1
748,566987,Машины и оборудование,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2009,0,Производство Промышленного Холодильного И Вентиляционного Оборудования,100,0.5,9,0,10000000,100000000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,0,0,,0
749,567080,Еда,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,0,"Закупка рыбной продукции и ее различная переработка. Предприятие осуществляет следующие виды переработки: Охлаждение рыбы, Глубокая заморозка, Сушка и копчение рыбы, Соление рыбы, Консервирование рыбы. Производство готовой продукции на основе рыбы осуществляется",Не применимо,0.25,2,0,14000000,30000000,385000,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,1,0,1,0,0,0,"Минимизация отходов, вторичная переработка и управление отходами",0,Операционный и/ или технический риск,0,0,0,0,,2
750,568502,Предметы одежды,Малый,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2012,1,"Производство Меховой Одежды И Аксессуаров, Кроме Головных Уборов",Не применимо,1.0,9,0,7500000,3900000,68000,0,,12080000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,1,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,0
752,569058,Предметы одежды,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,1,"Пошив Платьев, Трикотажа И Изготовление Выкроек",Не применимо,0.75,9,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,0
754,569618,Готовые Металлические Изделия,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2003,0,Производство Строительных Металлоконструкций (Заборов),100,0.75,1,0,7000000,20000000,700000,1000000,,44000000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,1,0,0,0,0,1,1,0,Ничего из вышеперечисленного  ,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,2
755,569628,Готовые Металлические Изделия,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,0,Производство металлических ворот,Не применимо,0.5,6,0,750000,800000,40000,50000,,1640000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,,0
756,570286,Машины и оборудование,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,0,Производство Оборудования Для Горизонтально-направленного бурения,0,0.5,8,0,18000000,26000000,3800000,1500000,,55000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,0
757,571264,Еда,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1995,1,"Производство Хлеба и Мучных Кондитерских изделий, Тортов и Пирожных Непродолжительного хранения",0,0.75,6,0,7000000,5000000,100000,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,1,0,1,1,1,1,0,0,1,0,0,0,Модернизация машин и оборудования,0,Неопределенность в отношении регулирования,0,0,0,0,,5
758,571530,Машины и оборудование,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1998,0,"Производство Машин И Оборудования Для Производства Продуктов питания, Напитков И Табака",100,0.75,3,1,1400000,200000,Не знаю,Не знаю,,1600000,0,0,0,0,0,,,0,,0,0,0,0,1,0,1,0,0,0,0,1,Модернизация машин и оборудования,0,Нехватка финансовых ресурсов,0,0,3000,0,,3
760,571930,Неметаллические Минеральные продукты,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2000,1,"Производство Минеральной изоляции, Звукоизоляционных Материалов",100,1.0,1,1,8600000,3400000,Не знаю,Не знаю,,1250000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,102,0,,0
761,572296,Машины и оборудование,Малый,Приволжский федеральный округ,Другие услуги,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2000,0,Ремонт Машин И Оборудования,100,1.0,2,1,10200000,,157000,139000,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении регулирования,0,0,0,0,,0
762,572546,Неметаллические Минеральные продукты,Малый,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2003,0,"Производство Изделий из бетона (Тротуарная плитка, Заборы, Камины, Сувениры)",100,1.0,8,1,7000000,2700000,700000,Не знаю,,12000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,0,0,,0
763,572923,Готовые Металлические Изделия,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2003,0,Производство алюминиевых профилей,Не применимо,1.0,9,0,50000000,100000000,500000,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,0
764,574337,Еда,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2012,0,"Производство Хлеба, Тортов, Пирожных Быстрого Приготовления",0,1.0,9,0,2000000,1150000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,1,1,0,0,0,1,0,0,Модернизация транспортных средств,1,,0,0,0,0,,3
765,574746,Предметы одежды,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2016,1,Производство верхней одежды,Не применимо,1.0,7,0,2600000,6860000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,0,0,,0
766,575007,Машины и оборудование,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2003,0,"Производство Машин И Оборудования Для Производства Продуктов Питания, Напитков И Табачных Изделий",0,1.0,4,0,4000000,2500000,60000,40000,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,1,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,0,0,,1
767,575568,Другое Производство,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2011,1,Производство Смазочных Материалов и Антифризов,Не знаю,0.75,3,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,1,0,0,0,,0
769,576381,Машины и оборудование,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,0,Производство Насосов И Компрессоров,0,0.75,4,0,7300000,20000000,645000,1100000,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,0
770,577653,Предметы одежды,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,0,Производство спецодежды,0,1.0,4,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,0,,,Не знаю,,Не знаю,Не знаю,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0
771,578036,Готовые Металлические Изделия,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2012,0,"Производство Строительных Металлоконструкций, Изделий и Их Частей",70,1.0,9,1,32000000,8000000,200000,150000,,42000000,0,0,0,0,0,,,0,,0,0,0,0,1,0,0,0,0,0,1,0,Модернизация машин и оборудования,0,Неопределенность в отношении регулирования,0,0,0,0,,1
772,578634,Машины и оборудование,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2007,0,"Производство оборудования: Производство Подъемно-Транспортного Оборудования, Производство Лебедок, Тросовых изделий.",Не применимо,1.0,7,0,6100000,23000000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,0,0,,0
773,579071,Предметы одежды,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1992,1,Производство верхней одежды,100,1.0,8,1,600000,100000,80000,Не знаю,,800000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,880,0,,0
774,579125,Машины и оборудование,Малый,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,Производство Компьютеров И Периферийного Оборудования,0,1.0,8,0,80000000,40000000,100000,200000,,50000000,0,0,0,0,0,Каждый квартал,Каждый квартал,0,,1,0,0,0,1,1,0,0,1,1,1,0,Модернизация машин и оборудования,1,,0,1,0,0,,4
775,579930,Машины и оборудование,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2009,0,"Производство Машин и оборудования (Например, Машин и оборудования для горнодобывающей промышленности и Строительства)",100,0.75,2,0,360000,2000000,Не знаю,Не знаю,,2300000,0,0,0,0,0,Каждый год,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,0
776,580767,Неметаллические Минеральные продукты,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,0,"Производство Других Гипсовых, Бетонных Или Цементных Изделий",0,1.0,3,1,9000000,300000,Не знаю,Не знаю,,1500000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,0,0,,0
777,580959,Машины и оборудование,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2005,0,"Производство Машин и оборудования (Например, Теплообменников, Оборудования Для Кондиционирования Воздуха, Промышленного Холодильного и Морозильного оборудования Для Фильтрации и Очистки Газов)",40,0.75,3,0,10000000,12000000,450000,Не знаю,,Не знаю,1,0,1,0,0,Каждый месяц,Каждый месяц,0,,1,0,1,1,1,1,0,0,0,0,0,0,Модернизация машин и оборудования,1,,0,0,0,0,,4
778,581413,Предметы одежды,Малый,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2016,1,Производство Спецодежды Для Кафе И Ресторанов,0,0.75,9,0,500000,5000000,Не знаю,Не знаю,,200000,0,0,0,0,0,Каждый квартал,,0,,1,0,0,0,1,1,1,0,0,0,1,0,Модернизация машин и оборудования,1,,1,1,2,0,,3
780,582000,Готовые Металлические Изделия,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2017,0,Производство Металлической Фурнитуры Для Стеклянной Мебели И Зеркал,0,0.75,2,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,1
781,582360,Другое Производство,Малый,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,0,"Издательская деятельность: Буклеты, Блокноты, Листовки, Бизнес-Каталоги",0,0.5,6,0,2000000,2500000,150000,0,,5000000,0,0,0,0,0,,,0,,0,0,0,0,1,0,1,0,0,0,0,0,"Минимизация отходов, вторичная переработка и управление отходами",1,,0,0,0,0,,2
783,583066,Неметаллические Минеральные продукты,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2013,0,Производство Сухих Бетонных Смесей,0,1.0,1,1,6120000,6310000,173000,205000,,12950000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении регулирования,0,0,183,0,,0
784,584890,Неметаллические Минеральные продукты,Малый,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,Производство Бетонных Изделий Для Использования В Строительстве,Не применимо,1.0,7,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,0,Каждый месяц,Каждый месяц,1,0,1,0,0,0,1,1,0,0,1,1,1,0,Модернизация машин и оборудования,1,,0,0,0,0,,4
785,585799,Готовые Металлические Изделия,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2008,0,Производство Башен И Мачтовых Конструкций,Не применимо,0.75,3,0,2000000,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,,0,,0,0,0,0,1,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,0,0,,1
