,id,a4a,a6a,a2,a0,b1,b5,b7a,d1a1x,g1a,BMj4c,j30_environment_pos,BMj5,n2a,n2e,n2b,n2f,n2i,n2p,BMGa1,BMGa2,BMGa4,BMGb1,BMGb2,BMGc2,BMGc5,BMGc7,BMGc8,BMGc16,BMGc18,BMGc23a,BMGc23b,BMGc23c,BMGc23d,BMGc23e,BMGc23f,BMGc23g,BMGc23h,BMGc23i,BMGc23j,BMGc24,BMGc25,BMGc27,BMGd6,BMGd7,BMGe1,BMGe2,BMGe2u,ecology_index
615,508825,Предметы одежды,Малый,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2004,1,"Производство И Ремонт Одежды: Курток, Плащей, Брюк, Юбок Из Кожи, Сумок И Кожаной Обуви",0,1.0,1,0,750000,1120000,100000,0,,2070000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,Не применимо,1,0,,1,,0,0,16000,0,,
616,508846,Предметы одежды,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1991,0,Производство Спецодежды,Не применимо,0.75,8,0,1000000,500000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,0,,0.0
617,509503,Предметы одежды,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,Производство верхней одежды,Не применимо,1.0,6,0,3000000,900000,300000,0,,4200000,0,0,0,0,0,Каждый квартал,Каждый квартал,0,,0,0,0,0,0,1,0,0,1,0,0,1,Другие меры по борьбе с загрязнением,0,Не является приоритетом по сравнению с другими инвестициями,0,0,3000,0,,3.0
618,509649,Предметы одежды,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2011,1,Производство Верхней Одежды и Спецодежды,0,0.75,3,1,5000000,4000000,100000,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,1,0,0,0,0,0,1,0,Усовершенствования системы освещения,0,Нехватка финансовых ресурсов,0,0,Не знаю,Не знаю,,1.0
619,509816,Предметы одежды,Малый,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2009,1,Пошив Одежды,100,1.0,1,0,1728000,1440000,100000,100000,,3468000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
620,510473,Предметы одежды,Малый,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2012,1,"Пошив И Ремонт Одежды: Верхней Одежды, Платьев И Прочего",0,1.0,6,1,2000000,1200000,15000,0,,3800000,0,0,1,0,0,Каждую неделю,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении регулирования,0,0,3500,0,,0.0
621,510891,Предметы одежды,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,1,Производство Другой Верхней Одежды,100,1.0,1,1,7500000,5000000,230000,80000,,1300000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении будущих цен,0,0,Не знаю,0,,0.0
622,511139,Другое Производство,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,Издание журналов и периодики,Не применимо,1.0,2,0,6500000,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый квартал,Каждый квартал,Не знаю,,0,0,0,0,1,1,1,0,0,Не знаю,1,0,"Минимизация отходов, вторичная переработка и управление отходами",0,,Не знаю,0,Не знаю,Не знаю,,
623,511290,Предметы одежды,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2008,0,Производство спецодежды,0,1.0,9,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,1,0,0,0,0,,,0,,0,0,Не знаю,0,Не знаю,0,0,0,0,Не знаю,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,
624,511374,Предметы одежды,Малый,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1974,1,"Производство и Ремонт Различной Одежды: Верхней одежды, Платьев, Костюмов, Брюк, Головных Уборов и т.д.",0,1.0,4,0,7000000,2200000,150000,0,,10000000,0,0,1,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,1,0,,0,Не знаю,0,0,Не знаю,Не знаю,,0.0
625,511422,Предметы одежды,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2007,1,Пошив И Аксессуары Для Одежды,Не применимо,1.0,5,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,,0,,0,0,0,0,1,0,0,0,0,0,1,0,Модернизация машин и оборудования,0,,0,0,Не знаю,Не знаю,,1.0
626,511713,Предметы одежды,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,1,"Пошив Одежды Для Мужчин, Женщин, Детей, Изготовление Ламбрекенов, Дизайн текстиля",0,1.0,7,0,540000,15000,0,0,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Другое,0,0,Не знаю,Не знаю,,0.0
627,512927,Предметы одежды,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,1,Производство женской одежды,Не применимо,0.5,3,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,1,0,1,0,1,0,0,0,0,0,Не знаю,1,,0,0,12000,Не знаю,,3.0
628,512934,Предметы одежды,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,1,Производство верхней одежды,0,1.0,8,0,1300000,500000,300000,Не знаю,,2100000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,1,0,,0,Неопределенность в отношении будущих цен,0,0,Не знаю,0,,0.0
629,512981,Предметы одежды,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2012,1,"Производство Спецодежды - Нижнего Белья, Головных Уборов, Аксессуаров Для Одежды",Не применимо,1.0,4,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,1,0,1,0,0,0,0,0,Модернизация машин и оборудования,0,Неопределенность в отношении регулирования,0,0,Не знаю,Не знаю,,2.0
630,513105,Машины и оборудование,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2017,0,Производство Пневматических Подъемников И Конвейеров,Не применимо,0.75,3,1,2700000,1000000,300000,0,,4000000,0,0,0,0,0,Каждый квартал,,0,,0,0,Не знаю,0,Не знаю,0,0,0,0,Не знаю,0,0,,0,Не знаю,1,0,300,Не знаю,,
631,515031,Предметы одежды,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,0,"Производство спортивной одежды: Модели для мужчин и женщин, Брюки, Шорты, Футболки, Топы, Куртки, Аксессуары. Пошив одежды для танцев на пилоне, Для танцев, Для бокса и других видов спорта.",Не применимо,0.5,1,0,4350000,11900000,180000,220000,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
632,515546,Другое Производство,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,"Издание книг, Брошюр, Буклетов",100,0.75,4,0,3000000,800000,500000,Не знаю,,4300000,1,0,0,0,0,Каждый месяц,,0,,0,0,0,0,1,1,1,0,0,0,0,0,Управление энергопотреблением,0,Нехватка финансовых ресурсов,0,0,6000,0,,3.0
633,515622,Предметы одежды,Малый,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2013,1,Производство Верхней одежды из Меха,0,0.75,6,0,2200000,2000000,30000,Не знаю,,4500000,0,0,0,0,0,Каждое полугодие,,0,,0,0,0,0,1,1,0,0,0,0,1,0,Модернизация машин и оборудования,1,,0,0,Не знаю,Не знаю,,2.0
634,515940,Готовые Металлические Изделия,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,0,Изготовление Металлических Каркасов,Не знаю,1.0,2,1,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,1,0,1,0,0,Каждое полугодие,,Не знаю,,Не знаю,Не знаю,1,1,1,1,0,0,1,1,1,0,Модернизация машин и оборудования,1,,0,0,Не знаю,Не знаю,,6.0
635,517204,Неметаллические Минеральные продукты,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2017,0,Производство товарного бетона,0,0.25,2,0,2000000,700000,50000,Не знаю,,100000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,1,0,0,0,1,0,0,0,Не знаю,0,Нехватка финансовых ресурсов,0,0,Не знаю,Не знаю,,2.0
636,517354,Предметы одежды,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1996,1,"Производство Верхней одежды Из Текстильных Материалов, За исключением Трикотажных или Вязаных Крючком",50,0.5,9,0,7000000,3500000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,1,0,1,0,1,0,0,0,0,0,1,0,Усовершенствования системы освещения,0,Неопределенность в отношении регулирования,0,0,Не знаю,Не знаю,,2.0
637,517368,Предметы одежды,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2016,1,Производство Другой Верхней Одежды,0,0.75,9,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,,0,,0,0,0,0,1,0,0,0,0,Не знаю,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,80,0,,
638,517413,Предметы одежды,Малый,Центральный Федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,0,Пошив Взрослой И детской одежды,0,1.0,1,0,8100000,720000,85000,30000,,8950000,0,0,0,0,0,Каждый месяц,,0,,Не знаю,0,Не применимо,0,1,1,0,0,0,Не применимо,1,0,Усовершенствования системы освещения,1,,0,0,18000,0,,
639,517847,Предметы одежды,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2010,0,Пошив Верхней Рабочей Одежды,100,1.0,1,0,5900000,2300000,400000,0,,9000000,0,0,0,0,0,Каждый месяц,,0,,0,0,1,0,0,1,0,0,0,0,1,0,Улучшения в области отопления и охлаждения,1,,0,0,55000,500,Литры,2.0
640,518429,Неметаллические Минеральные продукты,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1997,0,Производство Бетонных Изделий Для Использования В Строительстве,100,1.0,3,0,19720000,45000000,300000,Не знаю,,14520000,0,0,0,0,0,,Каждый месяц,0,,0,0,0,0,0,0,0,0,1,0,0,1,Другие меры по борьбе с загрязнением,0,Не является приоритетом по сравнению с другими инвестициями,0,0,12000,0,,2.0
641,518614,Другое Производство,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2006,1,"Изготовление Буклетов, Визиток",0,1.0,5,0,2300000,1000000,500000,Не знаю,,3800000,0,0,0,0,0,,,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,3000,0,,1.0
642,518768,Предметы одежды,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2016,1,Производство Прочей Одежды И Аксессуаров Для Одежды,Не применимо,0.5,5,0,1500000,500000,0,0,,2000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,100,Не знаю,,0.0
643,519312,Предметы одежды,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1999,1,Производство Одежды И Аксессуаров Для Одежды,100,1.0,2,0,2300000,1800000,Не знаю,Не знаю,,800000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,Не знаю,0,,0.0
644,520217,Предметы одежды,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2011,1,Производство Меховых Изделий,0,0.75,1,0,3000000,2000000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,1,0,0,0,0,0,1,0,Модернизация машин и оборудования,0,Неопределенность в отношении будущих цен,0,0,Не знаю,Не знаю,,1.0
645,520509,Предметы одежды,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2016,0,Производство Одежды И Аксессуаров Для Одежды,0,1.0,8,1,2550000,1000000,250000,0,,Не знаю,0,0,0,0,0,Каждый месяц,,0,,0,0,0,0,1,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,1,0,170,0,,1.0
646,520889,Предметы одежды,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,1,Производство Верхней одежды,0,1.0,6,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,1,0,0,1,0,1,0,Управление энергопотреблением,1,,0,0,Не знаю,Не знаю,,2.0
647,521199,Готовые Металлические Изделия,Малый,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,0,Механическая обработка металлических изделий,0,1.0,4,0,12500000,50000000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,Не знаю,Не знаю,,0.0
648,521299,Другое Производство,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,0,Производство мебели Для офисов и торговых предприятий.,Не применимо,1.0,1,1,2550000,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,1,0,0,Каждый месяц,Каждый месяц,1,0,1,0,0,0,0,1,0,0,1,0,1,0,Усовершенствования системы освещения,1,,0,0,Не знаю,Не знаю,,2.0
649,521332,Предметы одежды,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,1,"Пошив Легкой Мужской, Женской, Детской Одежды, Ремонт Одежды",0,1.0,2,1,1200000,110000,0,0,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,Не знаю,0,,0.0
650,521640,Предметы одежды,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2009,1,Производство Одежды для Детей,100,1.0,2,0,6000000,1600000,700000,Не знаю,,9000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Неопределенность в отношении будущих цен,0,0,Не знаю,0,,0.0
651,522119,Машины и оборудование,Малый,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2010,1,Производство смесительных устройств для резервуаров. Производство электромагнитных клапанов,0,0.75,5,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,,0,,0,0,0,0,0,0,1,0,0,0,1,0,"Минимизация отходов, вторичная переработка и управление отходами",0,Не выгодно,0,0,400000,Не знаю,,1.0
652,522392,Еда,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2016,0,"Производство Мучных Изделий, Тортов, Сдобы Непродолжительного хранения",100,0.75,6,1,2400000,1000000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,1,1,0,0,0,0,0,0,0,Модернизация машин и оборудования,0,Нехватка финансовых ресурсов,0,0,Не знаю,Не знаю,,2.0
653,522431,Предметы одежды,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,0,Производство спецодежды,0,1.0,9,0,1200000,250000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не знаю,0,0,Не знаю,Не знаю,,0.0
654,522780,Предметы одежды,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2012,0,Производство меха,0,1.0,8,0,1500000,1000000,Не знаю,0,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,1,0,Не знаю,Не знаю,,1.0
655,523195,Еда,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2017,1,"Производство Тортов, Пирожных, Хлеба, Мучных Изделий",0,1.0,1,0,1200000,600000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
656,523491,Предметы одежды,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2016,0,"Производство Текстильной Верхней Одежды, Кроме Трикотажной",0,1.0,3,1,370000,800000,Не знаю,0,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,1,0,0,0,0,0,0,0,,0,,Не знаю,0,150,0,,1.0
657,523914,Предметы одежды,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2007,0,"Пошив Спецодежды, Верхней Одежды, Различных Аксессуаров",Не применимо,0.75,2,0,2000000,1000000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
658,524037,Предметы одежды,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2001,1,Производство верхней одежды,0,1.0,7,1,2400000,800000,500000,Не знаю,,3700000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,1,0,,0,Неопределенность в отношении регулирования,0,0,Не знаю,0,,0.0
659,525265,Готовые Металлические Изделия,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,0,"Производство Изделий из холодного алюминиевого профиля: Дверей, Окон, Лоджий. Изготовление Металлоконструкций на заказ.",Не применимо,1.0,7,0,2600000,2400000,Не знаю,220000,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не выгодно,0,0,Не знаю,Не знаю,,0.0
660,525587,Предметы одежды,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2002,1,Производство женской одежды,0,1.0,9,0,1410000,200000,15000,0,,2500000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,5000,0,,0.0
661,525776,Предметы одежды,Малый,Уральский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2004,0,Производство Верхней одежды Из Текстильных Материалов,0,1.0,9,0,900000,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый квартал,Каждый квартал,0,,1,0,0,0,1,1,0,0,1,1,1,0,Модернизация машин и оборудования,1,,0,1,Не знаю,Не знаю,,4.0
662,525894,Другое Производство,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,1,"Мы Производим Химическую продукцию: Производство Ароматизаторов и Композиций Для Парфюмерии и косметики (Для Кремов, Лосьонов, Твердого мыла и т.д.), Ароматизаторов Для Изотропного спирта, Ароматизаторов Для Аэрозольных продуктов, Ароматизаторов Для Бытовой химии.",Не применимо,0.75,7,0,7200000,21000000,2400000,600000,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
663,526204,Предметы одежды,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2005,0,Производство Меховой Одежды,Не применимо,0.75,1,0,2700000,1000000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
664,526996,Предметы одежды,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2015,1,"Производство одежды (Деловые костюмы, Платья, Трикотаж) И аксессуаров для одежды",Не применимо,0.5,8,0,2300000,3600000,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
665,527229,Другое Производство,Малый,Сибирский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2013,0,"Производство Пластмассовых изделий, Используемых В Строительстве",60,1.0,9,1,3600000,1700000,Не знаю,Не знаю,,6700000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,Не знаю,Не знаю,,0.0
666,528056,Предметы одежды,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2010,1,Производство спецодежды,Не применимо,0.5,2,0,2200000,1000000,Не знаю,Не знаю,,200000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
667,528940,Другое Производство,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2012,0,"Производство бумаги, картона, целлюлозы И Различных Изделий из этих материалов (В основном Это Средства личной гигиены Из переработанной бумаги)",100,0.25,2,0,1800000,300000,Не знаю,Не знаю,,Не знаю,0,0,1,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
668,528996,Предметы одежды,Малый,Дальневосточный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",1993,0,Производство Различной Одежды И Аксессуаров,Не применимо,0.25,9,0,2000000,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,Не знаю,Не знаю,,0.0
669,529275,Готовые Металлические Изделия,Малый,Приволжский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2016,0,Производство Листового металла,0,1.0,5,0,Не знаю,Не знаю,Не знаю,Не знаю,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,0,Не знаю,Не знаю,,1.0
670,529895,Предметы одежды,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2017,1,Производство нижнего белья,0,1.0,9,0,2000000,1000000,600000,Не знаю,,3600000,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,0,1,0,0,1,0,0,0,Управление водными ресурсами,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,0,,2.0
671,530307,Предметы одежды,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2001,1,Производство другой одежды и аксессуаров для одежды. Пошив женского платья,Не применимо,1.0,4,0,7000000,600000,40000,Не знаю,,Не знаю,0,0,0,0,0,Каждый месяц,Каждый месяц,0,,0,0,0,0,1,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,1.0
672,531618,Еда,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2008,1,Производство искусственного Меда И Карамели,100,1.0,1,1,5700000,2300000,1000000,Не знаю,,10000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,Не знаю,0,,0.0
673,532155,Предметы одежды,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2005,1,Производство спецодежды,100,1.0,2,1,1700000,600000,490000,Не знаю,,3000000,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Нехватка финансовых ресурсов,0,0,3200,0,,0.0
674,532184,Готовые Металлические Изделия,Малый,Южный федеральный округ и Северо-Кавказский федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2014,0,Производство металлических профилей,Не применимо,1.0,6,0,80000000,70000000,Не знаю,Не знаю,,Не знаю,0,0,0,0,1,Каждый месяц,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не знаю,0,0,Не знаю,Не знаю,,0.0
675,532265,Неметаллические Минеральные продукты,Малый,Северо-Западный федеральный округ,Производство,"Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке",2016,1,"Производство Бетона, Бетонных Смесей И Тампонажных Растворов",0,1.0,1,0,3800000,9500000,190000,860000,,Не знаю,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Не является приоритетом по сравнению с другими инвестициями,0,0,Не знаю,Не знаю,,0.0
